PassengerId,Survived,Sex,Pclass,Is_from_Cherbourg,Is_Child,FareBin_Code,AgeBin_Code
254,0.0,1,3,0,0,2,2
255,0.0,0,3,0,0,2,3
256,1.0,0,3,1,0,2,2
257,1.0,0,1,1,0,4,3
258,1.0,0,1,0,0,4,2
259,1.0,0,1,1,0,4,2
260,1.0,0,2,0,0,3,3
261,0.0,1,3,0,0,0,2
262,1.0,1,3,0,1,3,0
263,0.0,1,1,0,0,4,3
264,0.0,1,1,0,0,0,3
265,0.0,0,3,0,0,0,1
266,0.0,1,2,0,0,1,2
267,0.0,1,3,0,0,3,0
268,1.0,1,3,0,0,0,1
269,1.0,0,1,0,0,4,3
270,1.0,0,1,0,0,4,2
271,0.0,1,1,0,0,3,3
272,1.0,1,3,0,0,0,1
273,1.0,0,2,0,0,2,3
274,0.0,1,1,1,0,3,2
275,1.0,0,3,0,0,0,1
276,1.0,0,1,0,0,4,3
277,0.0,0,3,0,0,0,3
278,0.0,1,2,0,0,0,3
279,0.0,1,3,0,1,3,0
280,1.0,0,3,0,0,2,2
281,0.0,1,3,0,0,0,3
282,0.0,1,3,0,0,0,1
283,0.0,1,3,0,0,1,0
284,1.0,1,3,0,0,1,0
285,0.0,1,1,0,0,3,3
286,0.0,1,3,1,0,1,2
287,1.0,1,3,0,0,1,2
288,0.0,1,3,0,0,1,0
289,1.0,1,2,0,0,2,3
290,1.0,0,3,0,0,0,0
291,1.0,0,1,0,0,4,1
292,1.0,0,1,1,0,4,0
293,0.0,1,2,1,0,2,2
294,0.0,0,3,0,0,1,1
295,0.0,1,3,0,0,1,1
296,0.0,1,1,1,0,3,2
297,0.0,1,3,1,0,0,1
298,0.0,0,1,0,1,4,0
299,1.0,1,1,0,0,3,3
300,1.0,0,1,1,0,4,3
301,1.0,0,3,0,0,0,1
302,1.0,1,3,0,0,3,1
303,0.0,1,3,0,0,0,0
304,1.0,0,2,0,0,2,1
305,0.0,1,3,0,0,1,2
306,1.0,1,1,0,1,4,0
307,1.0,0,1,1,0,4,2
308,1.0,0,1,1,0,4,0
309,0.0,1,2,1,0,3,2
310,1.0,0,1,1,0,4,2
311,1.0,0,1,1,0,4,1
312,1.0,0,1,1,0,4,0
313,0.0,0,2,0,0,3,1
314,0.0,1,3,0,0,1,1
315,0.0,1,2,0,0,3,3
316,1.0,0,3,0,0,0,1
317,1.0,0,2,0,0,3,1
318,0.0,1,2,0,0,2,3
319,1.0,0,1,0,0,4,2
320,1.0,0,1,1,0,4,3
321,0.0,1,3,0,0,0,0
322,0.0,1,3,0,0,1,1
323,1.0,0,2,0,0,2,2
324,1.0,0,2,0,0,3,0
325,0.0,1,3,0,0,4,0
326,1.0,0,1,1,0,4,2
327,0.0,1,3,0,0,0,3
328,1.0,0,2,0,0,2,2
329,1.0,0,3,0,0,2,2
330,1.0,0,1,1,0,4,0
331,1.0,0,3,0,0,3,0
332,0.0,1,1,0,0,3,3
333,0.0,1,1,0,0,4,3
334,0.0,1,3,0,0,2,0
335,1.0,0,1,0,0,4,2
336,0.0,1,3,0,0,1,1
337,0.0,1,1,0,0,4,2
338,1.0,0,1,1,0,4,3
339,1.0,1,3,0,0,1,3
340,0.0,1,1,0,0,3,3
341,1.0,1,2,0,1,3,0
342,1.0,0,1,0,0,4,1
343,0.0,1,2,0,0,2,1
344,0.0,1,2,0,0,2,1
345,0.0,1,2,0,0,2,2
346,1.0,0,2,0,0,2,1
347,1.0,0,2,0,0,2,3
348,1.0,0,3,0,0,2,1
349,1.0,1,3,0,1,2,0
350,0.0,1,3,0,0,1,3
351,0.0,1,3,0,0,1,1
352,0.0,1,1,0,0,3,3
353,0.0,1,3,1,0,0,0
354,0.0,1,3,0,0,2,1
355,0.0,1,3,1,0,0,1
356,0.0,1,3,0,0,1,1
357,1.0,0,1,0,0,4,0
358,0.0,0,2,0,0,2,3
359,1.0,0,3,0,0,1,0
360,1.0,0,3,0,0,1,0
361,0.0,1,3,0,0,3,3
362,0.0,1,2,1,0,3,2
363,0.0,0,3,1,0,2,3
364,0.0,1,3,0,0,0,2
365,0.0,1,3,0,0,2,2
366,0.0,1,3,0,0,0,2
367,1.0,0,1,1,0,4,3
368,1.0,0,3,1,0,0,2
369,1.0,0,3,0,0,0,1
370,1.0,0,1,1,0,4,1
371,1.0,1,1,1,0,4,1
372,0.0,1,3,0,0,0,0
373,0.0,1,3,0,0,1,0
374,0.0,1,1,1,0,4,0
375,0.0,0,3,0,1,2,0
376,1.0,0,1,1,0,4,2
377,1.0,0,3,0,0,0,0
378,0.0,1,1,1,0,4,1
379,0.0,1,3,1,0,0,0
380,0.0,1,3,0,0,0,0
381,1.0,0,1,1,0,4,3
382,1.0,0,3,1,1,2,0
383,0.0,1,3,0,0,1,2
384,1.0,0,1,0,0,4,2
385,0.0,1,3,0,0,1,1
386,0.0,1,2,0,0,4,0
387,0.0,1,3,0,1,4,0
388,1.0,0,2,0,0,2,2
389,0.0,1,3,0,0,0,1
390,1.0,0,2,1,0,2,0
391,1.0,1,1,0,0,4,2
392,1.0,1,3,0,0,0,0
393,0.0,1,3,0,0,1,1
394,1.0,0,1,1,0,4,1
395,1.0,0,3,0,0,2,1
396,0.0,1,3,0,0,0,0
397,0.0,0,3,0,0,0,2
398,0.0,1,2,0,0,3,3
399,0.0,1,2,0,0,1,1
400,1.0,0,2,0,0,2,1
401,1.0,1,3,0,0,1,3
402,0.0,1,3,0,0,1,1
403,0.0,0,3,0,0,1,0
404,0.0,1,3,0,0,2,1
405,0.0,0,3,0,0,1,0
406,0.0,1,2,0,0,2,2
407,0.0,1,3,0,0,0,3
408,1.0,1,2,0,1,2,0
409,0.0,1,3,0,0,0,0
410,0.0,0,3,0,1,3,0
411,0.0,1,3,0,0,1,1
412,0.0,1,3,0,0,0,1
413,1.0,0,1,0,0,4,2
414,0.0,1,2,0,0,0,3
415,1.0,1,3,0,0,1,3
416,0.0,0,3,0,0,1,2
417,1.0,0,2,0,0,3,2
418,1.0,0,2,0,0,2,0
419,0.0,1,2,0,0,2,2
420,0.0,0,3,0,0,3,0
421,0.0,1,3,1,0,1,1
422,0.0,1,3,0,0,0,0
423,0.0,1,3,0,0,1,2
424,0.0,0,3,0,0,2,1
425,0.0,1,3,0,0,2,0
426,0.0,1,3,0,0,0,2
427,1.0,0,2,0,0,3,1
428,1.0,0,2,0,0,3,0
429,0.0,1,3,0,0,0,2
430,1.0,1,3,0,0,1,2
431,1.0,1,1,0,0,3,1
432,1.0,0,3,0,0,2,1
433,1.0,0,2,0,0,3,3
434,0.0,1,3,0,0,0,0
435,0.0,1,1,0,0,4,3
436,1.0,0,1,0,0,4,0
437,0.0,0,3,0,0,3,0
438,1.0,0,2,0,0,2,1
439,0.0,1,1,0,0,4,3
440,0.0,1,2,0,0,1,2
441,1.0,0,2,0,0,3,3
442,0.0,1,3,0,0,1,0
443,0.0,1,3,0,0,0,1
444,1.0,0,2,0,0,2,1
445,1.0,1,3,0,0,1,1
446,1.0,1,1,0,1,4,0
447,1.0,0,2,0,0,2,0
448,1.0,1,1,0,0,3,2
449,1.0,0,3,1,1,2,0
450,1.0,1,1,0,0,3,3
451,0.0,1,2,0,0,3,2
452,0.0,1,3,0,0,2,1
453,0.0,1,1,1,0,3,2
454,1.0,1,1,1,0,4,3
455,0.0,1,3,0,0,1,2
456,1.0,1,3,1,0,1,2
457,0.0,1,1,0,0,3,3
458,1.0,0,1,0,0,4,3
459,1.0,0,2,0,0,1,3
460,0.0,1,3,0,0,0,2
461,1.0,1,1,0,0,3,3
462,0.0,1,3,0,0,1,2
463,0.0,1,1,0,0,3,3
464,0.0,1,2,0,0,2,3
465,0.0,1,3,0,0,1,2
466,0.0,1,3,0,0,0,3
467,0.0,1,2,0,0,0,3
468,0.0,1,1,0,0,3,3
469,0.0,1,3,0,0,0,1
470,1.0,0,3,1,1,2,0
471,0.0,1,3,0,0,0,2
472,0.0,1,3,0,0,1,3
473,1.0,0,2,0,0,3,2
474,1.0,0,2,1,0,2,1
475,0.0,0,3,0,0,1,0
476,0.0,1,1,0,0,4,3
477,0.0,1,2,0,0,2,2
478,0.0,1,3,0,0,0,2
479,0.0,1,3,0,0,0,0
480,1.0,0,3,0,1,2,0
481,0.0,1,3,0,0,4,0
482,0.0,1,2,0,0,0,3
483,0.0,1,3,0,0,1,3
484,1.0,0,3,0,0,1,3
485,1.0,1,1,1,0,4,1
486,0.0,0,3,0,1,3,0
487,1.0,0,1,0,0,4,2
488,0.0,1,1,1,0,3,3
489,0.0,1,3,0,0,1,2
490,1.0,1,3,0,0,2,0
491,0.0,1,3,0,0,2,1
492,0.0,1,3,0,0,0,0
493,0.0,1,1,0,0,3,3
494,0.0,1,1,1,0,4,3
495,0.0,1,3,0,0,1,0
496,0.0,1,3,1,0,2,1
497,1.0,0,1,1,0,4,3
498,0.0,1,3,0,0,2,2
499,0.0,0,1,0,0,4,1
500,0.0,1,3,0,0,0,1
501,0.0,1,3,0,0,1,0
502,0.0,0,3,0,0,0,0
503,0.0,0,3,0,0,0,1
504,0.0,0,3,0,0,1,2
505,1.0,0,1,0,0,4,0
506,0.0,1,1,1,0,4,0
507,1.0,0,2,0,0,3,2
508,1.0,1,1,0,0,3,3
509,0.0,1,3,0,0,3,1
510,1.0,1,3,0,0,4,1
511,1.0,1,3,0,0,0,2
512,0.0,1,3,0,0,1,2
513,1.0,1,1,0,0,3,2
514,1.0,0,1,1,0,4,3
515,0.0,1,3,0,0,0,1
516,0.0,1,1,0,0,3,3
517,1.0,0,2,0,0,1,2
518,0.0,1,3,0,0,3,2
519,1.0,0,2,0,0,3,2
520,0.0,1,3,0,0,1,2
521,1.0,0,1,0,0,4,2
522,0.0,1,3,0,0,1,0
523,0.0,1,3,1,0,0,1
524,1.0,0,1,1,0,4,3
525,0.0,1,3,1,0,0,1
526,0.0,1,3,0,0,0,3
527,1.0,0,2,0,0,1,3
528,0.0,1,1,0,0,4,3
529,0.0,1,3,0,0,1,3
530,0.0,1,2,0,0,2,1
531,1.0,0,2,0,1,3,0
532,0.0,1,3,1,0,0,1
533,0.0,1,3,1,0,0,0
534,1.0,0,3,1,0,3,2
535,0.0,0,3,0,0,1,2
536,1.0,0,2,0,1,3,0
537,0.0,1,1,0,0,3,3
538,1.0,0,1,1,0,4,2
539,0.0,1,3,0,0,2,1
540,1.0,0,1,1,0,4,0
541,1.0,0,1,0,0,4,2
542,0.0,0,3,0,0,3,0
543,0.0,0,3,0,0,3,0
544,1.0,1,2,0,0,3,2
545,0.0,1,1,1,0,4,3
546,0.0,1,1,0,0,3,3
547,1.0,0,2,0,0,3,0
548,1.0,1,2,1,0,2,1
549,0.0,1,3,0,0,2,2
550,1.0,1,2,0,1,3,0
551,1.0,1,1,1,0,4,0
552,0.0,1,2,0,0,3,1
553,0.0,1,3,0,0,0,2
554,1.0,1,3,1,0,0,0
555,1.0,0,3,0,0,0,0
556,0.0,1,1,0,0,3,3
557,1.0,0,1,1,0,3,3
558,0.0,1,1,1,0,4,2
559,1.0,0,1,0,0,4,3
560,1.0,0,3,0,0,2,2
561,0.0,1,3,0,0,0,2
562,0.0,1,3,0,0,1,3
563,0.0,1,2,0,0,2,1
564,0.0,1,3,0,0,1,2
565,0.0,0,3,0,0,1,0
566,0.0,1,3,0,0,3,1
567,0.0,1,3,0,0,1,0
568,0.0,0,3,0,0,2,2
569,0.0,1,3,1,0,0,1
570,1.0,1,3,0,0,0,2
571,1.0,1,2,0,0,1,3
572,1.0,0,1,0,0,4,3
573,1.0,1,1,0,0,3,2
574,1.0,0,3,0,0,0,1
575,0.0,1,3,0,0,1,0
576,0.0,1,3,0,0,2,0
577,1.0,0,2,0,0,2,2
578,1.0,0,1,0,0,4,3
579,0.0,0,3,1,0,2,1
580,1.0,1,3,0,0,1,2
581,1.0,0,2,0,0,3,1
582,1.0,0,1,1,0,4,3
583,0.0,1,2,0,0,3,3
584,0.0,1,1,1,0,3,2
585,0.0,1,3,1,0,1,1
586,1.0,0,1,0,0,4,0
587,0.0,1,2,0,0,2,3
588,1.0,1,1,1,0,4,3
589,0.0,1,3,0,0,1,0
590,0.0,1,3,0,0,1,2
591,0.0,1,3,0,0,0,2
592,1.0,0,1,1,0,4,3
593,0.0,1,3,0,0,0,3
594,0.0,0,3,0,0,0,1
595,0.0,1,2,0,0,3,2
596,0.0,1,3,0,0,3,2
597,1.0,0,2,0,0,3,1
598,0.0,1,3,0,0,0,3
599,0.0,1,3,1,0,0,1
600,1.0,1,1,1,0,4,3
601,1.0,0,2,0,0,3,1
602,0.0,1,3,0,0,1,1
603,0.0,1,1,0,0,4,3
604,0.0,1,3,0,0,1,3
605,1.0,1,1,1,0,3,2
606,0.0,1,3,0,0,2,2
607,0.0,1,3,0,0,1,2
608,1.0,1,1,0,0,3,1
609,1.0,0,2,1,0,3,0
610,1.0,0,1,0,0,4,3
611,0.0,0,3,0,0,3,3
612,0.0,1,3,0,0,0,1
613,1.0,0,3,0,0,2,0
614,0.0,1,3,0,0,0,2
615,0.0,1,3,0,0,1,2
616,1.0,0,2,0,0,4,1
617,0.0,1,3,0,0,2,2
618,0.0,0,3,0,0,2,1
619,1.0,0,2,0,1,3,0
620,0.0,1,2,0,0,1,1
621,0.0,1,3,1,0,2,1
622,1.0,1,1,0,0,4,3
623,1.0,1,3,1,0,2,0
624,0.0,1,3,0,0,0,0
625,0.0,1,3,0,0,2,0
626,0.0,1,1,0,0,3,3
627,0.0,1,2,0,0,2,3
628,1.0,0,1,0,0,4,0
629,0.0,1,3,0,0,1,1
630,0.0,1,3,0,0,0,1
631,1.0,1,1,0,0,3,3
632,0.0,1,3,0,0,0,3
633,1.0,1,1,1,0,3,2
634,0.0,1,1,0,0,0,3
635,0.0,0,3,0,0,3,0
636,1.0,0,2,0,0,2,1
637,0.0,1,3,0,0,1,2
638,0.0,1,2,0,0,3,2
639,0.0,0,3,0,0,3,3
640,0.0,1,3,0,0,2,1
641,0.0,1,3,0,0,0,0
642,1.0,0,1,1,0,4,1
643,0.0,0,3,0,1,3,0
644,1.0,1,3,0,0,4,2
645,1.0,0,3,1,1,2,0
646,1.0,1,1,1,0,4,3
647,0.0,1,3,0,0,1,0
648,1.0,1,1,1,0,3,3
649,0.0,1,3,0,0,0,2
650,1.0,0,3,0,0,0,1
651,0.0,1,3,0,0,1,1
652,1.0,0,2,0,0,3,0
653,0.0,1,3,0,0,1,0
654,1.0,0,3,0,0,0,1
655,0.0,0,3,0,0,0,0
656,0.0,1,2,0,0,4,1
657,0.0,1,3,0,0,1,1
658,0.0,0,3,0,0,2,2
659,0.0,1,2,0,0,2,1
660,0.0,1,1,1,0,4,3
661,1.0,1,1,0,0,4,3
662,0.0,1,3,1,0,0,3
663,0.0,1,1,0,0,3,3
664,0.0,1,3,0,0,0,2
665,1.0,1,3,0,0,1,0
666,0.0,1,2,0,0,4,2
667,0.0,1,2,0,0,2,1
668,0.0,1,3,0,0,0,1
669,0.0,1,3,0,0,1,3
670,1.0,0,1,0,0,4,3
671,1.0,0,2,0,0,3,3
672,0.0,1,1,0,0,4,2
673,0.0,1,2,0,0,1,3
674,1.0,1,2,0,0,2,2
675,0.0,1,2,0,0,0,3
676,0.0,1,3,0,0,0,0
677,0.0,1,3,0,0,1,1
678,1.0,0,3,0,0,1,0
679,0.0,0,3,0,0,4,3
680,1.0,1,1,1,0,4,2
681,0.0,0,3,0,0,1,0
682,1.0,1,1,1,0,4,1
683,0.0,1,3,0,0,1,0
684,0.0,1,3,0,0,4,0
685,0.0,1,2,0,0,3,3
686,0.0,1,2,1,0,3,1
687,0.0,1,3,0,0,3,0
688,0.0,1,3,0,0,1,0
689,0.0,1,3,0,0,0,0
690,1.0,0,1,0,0,4,0
691,1.0,1,1,0,0,4,2
692,1.0,0,3,1,1,2,0
693,1.0,1,3,0,0,4,2
694,0.0,1,3,1,0,0,1
695,0.0,1,1,0,0,3,3
696,0.0,1,2,0,0,2,3
697,0.0,1,3,0,0,1,3
698,1.0,0,3,0,0,0,0
699,0.0,1,1,1,0,4,3
700,0.0,1,3,0,0,0,3
701,1.0,0,1,1,0,4,0
702,1.0,1,1,0,0,3,2
703,0.0,0,3,1,0,2,0
704,0.0,1,3,0,0,0,1
705,0.0,1,3,0,0,0,1
706,0.0,1,2,0,0,3,3
707,1.0,0,2,0,0,2,3
708,1.0,1,1,0,0,3,3
709,1.0,0,1,0,0,4,0
710,1.0,1,3,1,1,2,0
711,1.0,0,1,1,0,4,1
712,0.0,1,1,0,0,3,3
713,1.0,1,1,0,0,4,3
714,0.0,1,3,0,0,1,2
715,0.0,1,2,0,0,2,3
716,0.0,1,3,0,0,0,0
717,1.0,0,1,1,0,4,3
718,1.0,0,2,0,0,1,1
719,0.0,1,3,0,0,2,2
720,0.0,1,3,0,0,0,2
721,1.0,0,2,0,1,3,0
722,0.0,1,3,0,0,0,0
723,0.0,1,2,0,0,2,2
724,0.0,1,2,0,0,2,3
725,1.0,1,1,0,0,4,1
726,0.0,1,3,0,0,1,0
727,1.0,0,2,0,0,2,2
728,1.0,0,3,0,0,0,0
729,0.0,1,2,0,0,3,1
730,0.0,0,3,0,0,1,1
731,1.0,0,1,0,0,4,2
732,0.0,1,3,1,0,2,0
733,0.0,1,2,0,0,0,3
734,0.0,1,2,0,0,2,1
735,0.0,1,2,0,0,2,1
736,0.0,1,3,0,0,2,2
737,0.0,0,3,0,0,3,3
738,1.0,1,1,1,0,4,2
739,0.0,1,3,0,0,1,1
740,0.0,1,3,0,0,1,1
741,1.0,1,1,0,0,3,3
742,0.0,1,1,0,0,4,2
743,1.0,0,1,1,0,4,0
744,0.0,1,3,0,0,2,1
745,1.0,1,3,0,0,1,2
746,0.0,1,1,0,0,4,3
747,0.0,1,3,0,0,2,0
748,1.0,0,2,0,0,2,2
749,0.0,1,1,0,0,4,0
750,0.0,1,3,0,0,0,2
751,1.0,0,2,0,1,3,0
752,1.0,1,3,0,1,2,0
753,0.0,1,3,0,0,1,2
754,0.0,1,3,0,0,1,1
755,1.0,0,2,0,0,4,3
756,1.0,1,2,0,1,2,0
757,0.0,1,3,0,0,0,1
758,0.0,1,2,0,0,2,0
759,0.0,1,3,0,0,1,2
760,1.0,0,1,0,0,4,2
761,0.0,1,3,0,0,2,1
762,0.0,1,3,0,0,0,3
763,1.0,1,3,1,0,0,0
764,1.0,0,1,0,0,4,2
765,0.0,1,3,0,0,0,0
766,1.0,0,1,0,0,4,3
767,0.0,1,1,1,0,3,3
768,0.0,0,3,0,0,0,2
769,0.0,1,3,0,0,3,2
770,0.0,1,3,0,0,1,2
771,0.0,1,3,0,0,1,1
